index,thread,time,run_index
0,1,0.003,0
1,1,0.003,1
2,1,0.003,2
3,1,0.003,3
4,1,0.003,4
5,2,0.004,0
6,2,0.004,1
7,2,0.004,2
8,2,0.004,3
9,2,0.004,4
10,4,0.004,0
11,4,0.004,1
12,4,0.004,2
13,4,0.004,3
14,4,0.004,4
15,8,0.004,0
16,8,0.004,1
17,8,0.004,2
18,8,0.004,3
19,8,0.004,4
20,16,0.004,0
21,16,0.004,1
22,16,0.004,2
23,16,0.004,3
24,16,0.004,4
25,32,0.005,0
26,32,0.005,1
27,32,0.005,2
28,32,0.005,3
29,32,0.005,4
