index,thread,time,run_index
0,1,3.114,0
1,1,1.295,1
2,1,0.003,2
3,1,2.623,3
4,1,0.433,4
5,2,8.743,0
6,2,0.069,1
7,2,0.086,2
8,2,10.384,3
9,2,0.004,4
10,4,24.797,0
11,4,0.710,1
12,4,10.373,2
13,4,0.007,3
14,4,0.007,4
15,8,0.013,0
16,8,0.022,1
17,8,1.508,2
18,8,1.556,3
19,8,0.009,4
20,16,1.361,0
21,16,1.280,1
22,16,0.061,2
23,16,0.061,3
24,16,0.355,4
25,32,1.897,0
26,32,3.220,1
27,32,0.636,2
28,32,0.736,3
29,32,0.211,4
