index,thread,time,run_index
0,1,0.823,0
1,1,0.598,1
2,1,0.622,2
3,1,0.701,3
4,1,0.003,4
5,2,0.002,0
6,2,0.024,1
7,2,1.229,2
8,2,0.477,3
9,2,0.115,4
10,4,0.017,0
11,4,1.558,1
12,4,1.868,2
13,4,0.402,3
14,4,0.426,4
15,8,0.032,0
16,8,0.041,1
17,8,0.191,2
18,8,0.573,3
19,8,0.029,4
20,16,1.081,0
21,16,0.093,1
22,16,0.108,2
23,16,0.095,3
24,16,0.117,4
25,32,1.431,0
26,32,0.686,1
27,32,0.469,2
28,32,0.661,3
29,32,0.436,4
