index,thread,time,run_index
0,2,1.226,0
1,2,1.209,1
2,2,1.102,2
3,2,0.861,3
4,2,0.991,4
5,4,3.469,0
6,4,3.346,1
7,4,3.260,2
8,4,3.057,3
9,4,3.519,4
10,8,4.089,0
11,8,4.598,1
12,8,4.055,2
13,8,3.856,3
14,8,4.480,4
15,16,6.252,0
16,16,6.356,1
17,16,7.353,2
18,16,6.897,3
19,16,7.367,4
20,32,12.414,0
21,32,12.845,1
22,32,12.951,2
23,32,12.157,3
24,32,12.825,4
25,64,23.880,0
26,64,23.816,1
27,64,23.798,2
28,64,23.414,3
29,64,24.319,4
