index,thread,time,run_index
0,1,0.000,0
1,1,0.000,1
2,1,0.000,2
3,1,0.000,3
4,1,0.000,4
5,2,0.000,0
6,2,0.000,1
7,2,0.000,2
8,2,0.000,3
9,2,0.000,4
10,4,0.000,0
11,4,0.000,1
12,4,0.000,2
13,4,0.000,3
14,4,0.001,4
15,8,0.000,0
16,8,0.000,1
17,8,0.000,2
18,8,0.000,3
19,8,0.000,4
20,16,0.001,0
21,16,0.000,1
22,16,0.000,2
23,16,0.001,3
24,16,0.000,4
25,32,0.001,0
26,32,0.001,1
27,32,0.001,2
28,32,0.001,3
29,32,0.001,4
30,64,0.001,0
31,64,0.001,1
32,64,0.001,2
33,64,0.001,3
34,64,0.001,4
