index,thread,time,run_index
0,2,1.216,0
1,2,1.305,1
2,2,1.300,2
3,2,1.164,3
4,2,1.613,4
5,4,3.910,0
6,4,3.609,1
7,4,3.823,2
8,4,3.445,3
9,4,4.083,4
10,8,4.941,0
11,8,4.973,1
12,8,4.845,2
13,8,4.808,3
14,8,4.571,4
15,16,6.947,0
16,16,7.698,1
17,16,7.763,2
18,16,8.025,3
19,16,7.909,4
20,32,13.710,0
21,32,13.816,1
22,32,14.234,2
23,32,13.610,3
24,32,13.490,4
25,64,26.286,0
26,64,26.480,1
27,64,26.243,2
28,64,26.672,3
29,64,26.758,4
