index,thread,time,run_index
0,2,0.221,0
1,2,0.219,1
2,2,0.219,2
3,2,0.219,3
4,2,0.223,4
5,4,0.438,0
6,4,0.456,1
7,4,0.438,2
8,4,0.434,3
9,4,0.452,4
10,8,1.255,0
11,8,0.902,1
12,8,0.896,2
13,8,0.881,3
14,8,0.874,4
15,16,1.780,0
16,16,1.779,1
17,16,1.769,2
18,16,1.774,3
19,16,1.774,4
20,32,3.967,0
21,32,3.611,1
22,32,3.652,2
23,32,3.606,3
24,32,3.594,4
25,64,7.400,0
26,64,7.401,1
27,64,7.395,2
28,64,8.489,3
29,64,7.435,4
