index,thread,time,run_index
0,1,0.118,0
1,1,0.115,1
2,1,0.116,2
3,1,0.125,3
4,1,0.113,4
5,2,0.062,0
6,2,0.057,1
7,2,0.057,2
8,2,0.073,3
9,2,0.057,4
10,4,0.034,0
11,4,0.029,1
12,4,0.029,2
13,4,0.029,3
14,4,0.029,4
15,8,0.069,0
16,8,0.017,1
17,8,0.020,2
18,8,0.018,3
19,8,0.075,4
20,16,0.044,0
21,16,0.022,1
22,16,0.022,2
23,16,0.023,3
24,16,0.022,4
25,32,0.021,0
26,32,0.020,1
27,32,0.021,2
28,32,0.020,3
29,32,0.020,4
