index,thread,time,run_index
0,2,0.052,0
1,2,0.052,1
2,2,0.052,2
3,2,0.052,3
4,2,0.052,4
5,4,0.068,0
6,4,0.069,1
7,4,0.069,2
8,4,0.069,3
9,4,0.069,4
10,8,0.103,0
11,8,0.103,1
12,8,0.103,2
13,8,0.102,3
14,8,0.102,4
15,16,0.175,0
16,16,0.174,1
17,16,0.175,2
18,16,0.175,3
19,16,0.175,4
20,32,0.357,0
21,32,0.354,1
22,32,0.354,2
23,32,0.353,3
24,32,0.353,4
25,64,0.700,0
26,64,0.701,1
27,64,0.703,2
28,64,0.700,3
29,64,0.700,4
