index,thread,time,run_index
0,2,0.061,0
1,2,0.058,1
2,2,0.054,2
3,2,0.056,3
4,2,0.056,4
5,4,0.071,0
6,4,0.071,1
7,4,0.076,2
8,4,0.075,3
9,4,0.075,4
10,8,0.110,0
11,8,0.107,1
12,8,0.107,2
13,8,0.110,3
14,8,0.111,4
15,16,0.181,0
16,16,0.181,1
17,16,0.181,2
18,16,0.190,3
19,16,0.181,4
20,32,0.365,0
21,32,0.365,1
22,32,0.364,2
23,32,0.366,3
24,32,0.368,4
25,64,0.740,0
26,64,0.740,1
27,64,0.722,2
28,64,0.726,3
29,64,0.727,4
