index,thread,time,run_index
0,1,0.006,0
1,1,0.005,1
2,1,0.005,2
3,1,0.005,3
4,1,0.005,4
5,2,0.009,0
6,2,0.009,1
7,2,0.009,2
8,2,0.008,3
9,2,0.009,4
10,4,0.015,0
11,4,0.015,1
12,4,0.015,2
13,4,0.014,3
14,4,0.016,4
15,8,0.033,0
16,8,0.027,1
17,8,0.025,2
18,8,0.033,3
19,8,0.023,4
20,16,0.190,0
21,16,0.326,1
22,16,0.414,2
23,16,0.120,3
24,16,0.147,4
25,32,1.819,0
26,32,0.927,1
27,32,1.285,2
28,32,2.901,3
29,32,3.184,4
