index,thread,time,run_index
0,1,0.002,0
1,1,0.002,1
2,1,0.002,2
3,1,0.002,3
4,1,0.002,4
5,2,0.005,0
6,2,0.005,1
7,2,0.004,2
8,2,0.005,3
9,2,0.004,4
10,4,0.006,0
11,4,0.005,1
12,4,0.006,2
13,4,0.006,3
14,4,0.005,4
15,8,0.008,0
16,8,0.008,1
17,8,0.008,2
18,8,0.009,3
19,8,0.008,4
20,16,0.015,0
21,16,0.015,1
22,16,0.017,2
23,16,0.017,3
24,16,0.016,4
25,32,0.037,0
26,32,0.036,1
27,32,0.041,2
28,32,0.040,3
29,32,0.037,4
