index,thread,time,run_index
0,2,0.236,0
1,2,0.244,1
2,2,0.251,2
3,2,0.260,3
4,2,0.272,4
5,4,0.526,0
6,4,0.480,1
7,4,0.512,2
8,4,0.486,3
9,4,0.557,4
10,8,1.098,0
11,8,1.063,1
12,8,1.259,2
13,8,1.130,3
14,8,1.074,4
15,16,2.396,0
16,16,2.448,1
17,16,2.481,2
18,16,2.422,3
19,16,2.530,4
20,32,5.497,0
21,32,5.080,1
22,32,5.368,2
23,32,5.263,3
24,32,5.267,4
25,64,11.282,0
26,64,11.476,1
27,64,11.040,2
28,64,11.466,3
29,64,11.522,4
