index,thread,time,run_index
0,1,0.060,0
1,1,0.049,1
2,1,0.046,2
3,1,0.057,3
4,1,0.058,4
5,2,0.045,0
6,2,0.044,1
7,2,0.044,2
8,2,0.046,3
9,2,0.045,4
10,4,0.032,0
11,4,0.034,1
12,4,0.030,2
13,4,0.033,3
14,4,0.030,4
15,8,0.024,0
16,8,0.027,1
17,8,0.029,2
18,8,0.027,3
19,8,0.048,4
20,16,0.022,0
21,16,0.030,1
22,16,0.023,2
23,16,0.023,3
24,16,0.022,4
25,32,0.020,0
26,32,0.021,1
27,32,0.021,2
28,32,0.020,3
29,32,0.020,4
