index,thread,time,run_index
0,2,2.179,0
1,2,2.483,1
2,2,2.712,2
3,2,2.137,3
4,2,2.109,4
5,4,4.881,0
6,4,4.164,1
7,4,4.420,2
8,4,4.172,3
9,4,4.258,4
10,8,9.445,0
11,8,9.530,1
12,8,9.751,2
13,8,9.355,3
14,8,10.292,4
15,16,19.384,0
16,16,17.636,1
17,16,18.483,2
18,16,18.133,3
19,16,19.455,4
20,32,40.904,0
21,32,41.236,1
22,32,44.082,2
23,32,42.417,3
24,32,41.306,4
25,64,124.607,0
26,64,120.249,1
27,64,119.464,2
28,64,121.705,3
29,64,116.464,4
