index,thread,time,run_index
0,2,1.300,0
1,2,1.301,1
2,2,1.275,2
3,2,1.288,3
4,2,1.417,4
5,4,4.028,0
6,4,3.545,1
7,4,3.350,2
8,4,3.606,3
9,4,3.265,4
10,8,4.308,0
11,8,3.976,1
12,8,4.429,2
13,8,3.990,3
14,8,4.394,4
15,16,6.281,0
16,16,6.131,1
17,16,6.909,2
18,16,6.592,3
19,16,6.969,4
20,32,13.225,0
21,32,12.324,1
22,32,12.896,2
23,32,12.881,3
24,32,12.596,4
25,64,24.520,0
26,64,24.229,1
27,64,24.648,2
28,64,24.642,3
29,64,24.728,4
