index,thread,time,run_index
0,2,2.612,0
1,2,2.518,1
2,2,2.570,2
3,2,2.424,3
4,2,2.322,4
5,4,5.814,0
6,4,3.474,1
7,4,6.008,2
8,4,5.492,3
9,4,5.789,4
10,8,11.348,0
11,8,10.513,1
12,8,9.653,2
13,8,11.463,3
14,8,11.707,4
15,16,33.939,0
16,16,30.810,1
17,16,24.036,2
18,16,27.648,3
19,16,30.665,4
20,32,147.550,0
21,32,197.954,1
22,32,164.926,2
23,32,192.400,3
24,32,212.460,4
25,64,592.310,0
26,64,321.717,1
27,64,451.876,2
28,64,392.759,3
29,64,186.992,4
