index,thread,time,run_index
0,1,0.002,0
1,1,0.002,1
2,1,0.002,2
3,1,0.002,3
4,1,0.002,4
5,2,0.003,0
6,2,0.005,1
7,2,0.004,2
8,2,0.005,3
9,2,0.004,4
10,4,0.016,0
11,4,0.016,1
12,4,0.017,2
13,4,0.018,3
14,4,0.017,4
15,8,0.070,0
16,8,0.071,1
17,8,0.065,2
18,8,0.073,3
19,8,0.065,4
20,16,0.433,0
21,16,0.353,1
22,16,0.300,2
23,16,0.337,3
24,16,0.336,4
25,32,2.299,0
26,32,1.226,1
27,32,1.823,2
28,32,1.546,3
29,32,1.541,4
